,loss,mse,val_loss,val_mse
0,0.10551610589027405,0.06230825185775757,0.11309627443552017,0.06647887080907822
1,0.09314563125371933,0.04854227975010872,0.12191743403673172,0.07981746643781662
2,0.08793216198682785,0.04397551342844963,0.12507060170173645,0.08359299600124359
3,0.08386006951332092,0.04021240398287773,0.12330694496631622,0.08297069370746613
4,0.08086258918046951,0.03750608488917351,0.12540213763713837,0.08614078164100647
5,0.07880805432796478,0.03571685031056404,0.12198469042778015,0.08412028849124908
6,0.07692699134349823,0.034265607595443726,0.12820519506931305,0.08887109160423279
7,0.07537208497524261,0.03306383639574051,0.12349103391170502,0.08604131639003754
8,0.07419994473457336,0.03218916431069374,0.12431744486093521,0.08579482138156891
9,0.07331643253564835,0.03153937682509422,0.12695348262786865,0.08808255195617676
10,0.07252869755029678,0.031009245663881302,0.12522125244140625,0.08788137137889862
11,0.07151338458061218,0.030258221551775932,0.12511028349399567,0.08731061965227127
12,0.07093441486358643,0.029831448569893837,0.12384472042322159,0.08710843324661255
13,0.07062668353319168,0.02964896708726883,0.12823782861232758,0.09114385396242142
14,0.06994824856519699,0.029191188514232635,0.12353012710809708,0.08712372183799744
15,0.06927067041397095,0.028753815218806267,0.12448367476463318,0.0881243422627449
16,0.06864050030708313,0.028315898030996323,0.1235867589712143,0.08791594207286835
17,0.06845781952142715,0.028172779828310013,0.12529177963733673,0.08858096599578857
18,0.06801805645227432,0.02789613977074623,0.12472262978553772,0.08806761354207993
19,0.0675894096493721,0.027620729058980942,0.1278805285692215,0.09208594262599945
20,0.06726934760808945,0.027388261631131172,0.12434234470129013,0.08889905363321304
21,0.06684963405132294,0.02713211253285408,0.12543383240699768,0.08715741336345673
22,0.06654351204633713,0.0269141998142004,0.1289374977350235,0.09192407131195068
23,0.06644993275403976,0.026872597634792328,0.1289745271205902,0.09285131096839905
24,0.06603017449378967,0.026608621701598167,0.1277332901954651,0.0904807522892952
25,0.06562764942646027,0.026352958753705025,0.1235630214214325,0.08827652782201767
26,0.065421923995018,0.026211893185973167,0.12887226045131683,0.09304404258728027
27,0.06525704264640808,0.026098614558577538,0.12851998209953308,0.09418194741010666
28,0.06503157317638397,0.025959081947803497,0.12631306052207947,0.09048057347536087
29,0.06473454087972641,0.025779033079743385,0.1265183389186859,0.09157100319862366
30,0.06456001847982407,0.02566761150956154,0.12572583556175232,0.09122820943593979
31,0.06437545269727707,0.025558046996593475,0.1250281184911728,0.09062319248914719
32,0.06421597301959991,0.025477036833763123,0.1307828426361084,0.09656655788421631
33,0.06385752558708191,0.025233129039406776,0.1287841945886612,0.0942232757806778
34,0.06393205374479294,0.025260986760258675,0.1258159875869751,0.09158077836036682
35,0.06370900571346283,0.025139983743429184,0.12552720308303833,0.09077078849077225
36,0.06336789578199387,0.02490820921957493,0.1280558854341507,0.09306725859642029
37,0.06319106370210648,0.024821849539875984,0.12418815493583679,0.08831058442592621
38,0.06317510455846786,0.02479930780827999,0.12662412226200104,0.09246402978897095
39,0.06285963952541351,0.02461489662528038,0.12599878013134003,0.09104550629854202
40,0.06292592734098434,0.024637648835778236,0.12925899028778076,0.09392181038856506
41,0.0627816841006279,0.02457386814057827,0.12452664971351624,0.09060309082269669
42,0.06247861310839653,0.024388916790485382,0.12886197865009308,0.094349205493927
43,0.0623985230922699,0.024299953132867813,0.12798669934272766,0.09248387068510056
44,0.062292154878377914,0.024274365976452827,0.12792204320430756,0.092921182513237
45,0.06215328350663185,0.024183209985494614,0.1274465173482895,0.09394848346710205
46,0.06225566193461418,0.02422187104821205,0.12380073964595795,0.08894762396812439
47,0.062064748257398605,0.02413477748632431,0.12606196105480194,0.09170092642307281
48,0.06181773170828819,0.023991534486413002,0.12654730677604675,0.09139149636030197
49,0.061633042991161346,0.02387223206460476,0.12745565176010132,0.09408066421747208
50,0.06162375956773758,0.023855239152908325,0.1288534253835678,0.09319895505905151
51,0.06166530400514603,0.023873036727309227,0.1289217323064804,0.09493304789066315
52,0.061465922743082047,0.023763755336403847,0.1307484656572342,0.0939677432179451
53,0.06134190410375595,0.023689856752753258,0.1289653331041336,0.09136518090963364
54,0.06131093204021454,0.023648962378501892,0.1281251758337021,0.09424979239702225
55,0.06107528507709503,0.023537427186965942,0.12942072749137878,0.09580572694540024
56,0.06118176132440567,0.023581527173519135,0.12605144083499908,0.08847832679748535
57,0.06102137640118599,0.02350057289004326,0.12905919551849365,0.0947846919298172
58,0.06105541065335274,0.023530835285782814,0.12949024140834808,0.09323816001415253
59,0.06093861535191536,0.02343112975358963,0.12777698040008545,0.09235402196645737
60,0.06075786054134369,0.023344669491052628,0.1296815425157547,0.09472443908452988
61,0.06069415435194969,0.023300036787986755,0.12894731760025024,0.09626989811658859
62,0.06049293652176857,0.023196203634142876,0.12741269171237946,0.09370971471071243
63,0.06044752523303032,0.023173123598098755,0.12796656787395477,0.09503448754549026
64,0.06044445559382439,0.023168547078967094,0.13017022609710693,0.09648089110851288
65,0.06032154709100723,0.0231037475168705,0.1296549290418625,0.09329061955213547
66,0.06032760813832283,0.023096658289432526,0.13061125576496124,0.09564795345067978
67,0.060105711221694946,0.02297556959092617,0.12835241854190826,0.0915401428937912
